seqid_t,std_seqid_t,seqid_t_t_half,std_seqid_t_t_half,t_half
0.09579736739397049,0.00029443606035783887,0.4344973862171173,0.0002727702958509326,1
0.07791710644960403,0.00031065248185768723,0.15559342503547668,0.00027324550319463015,2
0.06661710888147354,0.0003271043533459306,0.08117368072271347,0.00028751877835020423,3
0.06698552519083023,0.00031426185159944,0.08131052553653717,0.00028503208886832,4
0.06632368266582489,0.00028606317937374115,0.07877105474472046,0.00028297374956309795,5
0.06669209897518158,0.00029928385629318655,0.07918289303779602,0.00028565211687237024,6
0.06624078750610352,0.00028326435131020844,0.06642499566078186,0.00028626935090869665,7
0.06654868274927139,0.00030080953729338944,0.06679210811853409,0.00028429762460291386,8
0.06622762978076935,0.0003261461097281426,0.06668420881032944,0.00028666251455433667,9
0.06628420948982239,0.0003148989053443074,0.06616973131895065,0.000284098758129403,10
0.0661986842751503,0.0003160774358548224,0.06652762740850449,0.0002888161106966436,11
0.06623683869838715,0.0002801580703817308,0.06572894752025604,0.00028602767270058393,12
0.06615000218153,0.00028539347113110125,0.06610658019781113,0.00028571090660989285,13
0.06629472970962524,0.00028517123428173363,0.06616973131895065,0.0002867195289582014,14
0.06575526297092438,0.00028215794009156525,0.06623157858848572,0.00028540630592033267,15
0.06620000302791595,0.00031354447128251195,0.0662776306271553,0.0002852925972547382,16
0.06625262647867203,0.0002822305541485548,0.06616973131895065,0.000285406073089689,17
0.06627631187438965,0.00029907369753345847,0.06625920534133911,0.00028506494709290564,18
