nsweeps,pearson,slope
0,0.5011476278305054,0.44025135040283203
1,0.5741477608680725,0.711825966835022
2,0.6310697197914124,0.9853527545928955
3,0.6292771697044373,1.1532326936721802
4,0.6107161641120911,1.2579312324523926
5,0.5854796171188354,1.333004117012024
6,0.5635042786598206,1.3970370292663574
7,0.5474542379379272,1.4315403699874878
8,0.5338689684867859,1.466862440109253
9,0.5287327170372009,1.4984246492385864
10,0.5234063267707825,1.5287437438964844
11,0.5207169651985168,1.5645148754119873
12,0.5163952112197876,1.582924246788025
13,0.5126015543937683,1.594804048538208
14,0.5099353194236755,1.6070237159729004
15,0.5079661011695862,1.6140755414962769
16,0.5061162114143372,1.6287544965744019
17,0.5040228962898254,1.63865327835083
18,0.5029243230819702,1.645211100578308
19,0.5011093616485596,1.6520055532455444
20,0.5001751184463501,1.6576811075210571
21,0.49892643094062805,1.6598215103149414
22,0.49763602018356323,1.6691560745239258
23,0.4958946406841278,1.6720045804977417
24,0.4956114590167999,1.680328369140625
25,0.49389880895614624,1.6875170469284058
26,0.4922237992286682,1.6888132095336914
27,0.4918881952762604,1.6927952766418457
28,0.4907744228839874,1.6956424713134766
29,0.49093663692474365,1.6989963054656982
30,0.4896126091480255,1.6998450756072998
31,0.4890282452106476,1.7038465738296509
32,0.48816031217575073,1.7065614461898804
33,0.4876069128513336,1.7093642950057983
34,0.4864479899406433,1.7100666761398315
35,0.48620840907096863,1.7143629789352417
36,0.48628395795822144,1.7167843580245972
37,0.4858018159866333,1.718762993812561
38,0.48446595668792725,1.7207775115966797
39,0.4847044348716736,1.7227871417999268
40,0.4836868941783905,1.724962592124939
41,0.4839678406715393,1.727229356765747
42,0.4837982952594757,1.7283512353897095
43,0.4833203852176666,1.7303683757781982
44,0.48197975754737854,1.731514811515808
45,0.48188328742980957,1.7316337823867798
46,0.48076337575912476,1.7336797714233398
47,0.4804108142852783,1.7370268106460571
48,0.48073098063468933,1.7373656034469604
49,0.48009535670280457,1.7389932870864868
50,0.4799022078514099,1.7405931949615479
51,0.47975483536720276,1.7418324947357178
52,0.47945544123649597,1.7424601316452026
53,0.47909870743751526,1.742680311203003
54,0.47885099053382874,1.745767593383789
55,0.47845423221588135,1.7462248802185059
56,0.47833728790283203,1.7472821474075317
57,0.47843635082244873,1.7477012872695923
58,0.47783926129341125,1.7493395805358887
59,0.47750720381736755,1.7501953840255737
60,0.47720539569854736,1.7517629861831665
61,0.47682058811187744,1.7536262273788452
62,0.4768701195716858,1.7533202171325684
63,0.4764457046985626,1.7540829181671143
64,0.476157009601593,1.754510521888733
65,0.47545671463012695,1.7547191381454468
66,0.47578221559524536,1.7569929361343384
67,0.47459641098976135,1.7565149068832397
68,0.4753834307193756,1.7573113441467285
69,0.47596797347068787,1.7590019702911377
70,0.47581765055656433,1.7599201202392578
71,0.4756361246109009,1.7600221633911133
72,0.4754415452480316,1.7607909440994263
73,0.4754115343093872,1.762290120124817
74,0.4750306010246277,1.7629010677337646
75,0.47427260875701904,1.76254403591156
76,0.4745003879070282,1.7637765407562256
77,0.4743436574935913,1.7648329734802246
78,0.4737817347049713,1.7662442922592163
79,0.47385701537132263,1.765720009803772
80,0.4744907021522522,1.7673567533493042
81,0.4744648039340973,1.7683484554290771
82,0.4743890166282654,1.7695941925048828
83,0.4742235839366913,1.7699228525161743
84,0.47310778498649597,1.7698549032211304
85,0.4728803038597107,1.7702339887619019
86,0.47278541326522827,1.7695262432098389
87,0.4726927578449249,1.7697620391845703
88,0.47245123982429504,1.7699908018112183
89,0.4729393720626831,1.76962149143219
90,0.473044216632843,1.77230966091156
91,0.47316181659698486,1.7731901407241821
92,0.4726461172103882,1.7734640836715698
93,0.4726811647415161,1.7763005495071411
94,0.4730742871761322,1.777835726737976
